1.0,3.9898872218473573
2.58,3.1963406186426875
4.16,3.415412662205139
5.74,3.555390382221987
7.32,3.643366136357114
8.9,3.7028039405298485
10.48,3.7454338594592214
12.06,3.7774333195746257
13.64,3.8023106988604978
15.22,3.8221930488542384
16.8,3.838440883733699
18.380000000000003,3.85196343924963
19.96,3.8633908345048042
21.54,3.8731732614229557
23.12,3.8816407901429906
24.700000000000003,3.8890408557405465
26.28,3.895562554339296
27.86,3.901352854627183
29.44,3.906527694643982
31.020000000000003,3.9111797510447266
32.6,3.915383988916711
34.18,3.9192016976742203
35.760000000000005,3.9226834732364564
37.34,3.9258714534169403
38.92,3.9288010154275317
40.5,3.931502080312823
42.08,3.934000126360495
43.660000000000004,3.9363169844495682
45.24,3.9384714681890793
46.82,3.940479877589235
48.400000000000006,3.9423564049757833
49.980000000000004,3.94411346464354
51.56,3.9457619624994607
53.14,3.9473115180948186
54.72,3.9487706485914913
56.300000000000004,3.950146922073048
57.88,3.9514470860010666
59.46,3.9526771753919108
61.040000000000006,3.9538426043492616
62.620000000000005,3.954948243860849
64.2,3.955998488200918
65.78,3.956997311835255
67.36,3.9579483183734205
68.94,3.958854782833206
70.52000000000001,3.9597196882575987
72.10000000000001,3.9605457575443768
73.68,3.961335481202193
75.26,3.962091141627953
76.84,3.9628148344035767
78.42,3.9635084870301154
